,sentece,sense_polar,Results,Truth
10,"[CLS] Crossfire remains one of the best Hollywood message movies because, unlike the admirably intentioned Gentleman's Agreement, which it beat to theatres by a few months, it chooses to send its message via the form an excellent noir thriller rather than have an outraged star constantly saying ""It's because I'm Jewish, isn't it?"" It's much easier to get the message that hate is like a loaded gun across when the dead bodies are actual rather than metaphorical. Somewhat shamefully, the brief featurette on the Warners' DVD doesn't mention that novelist Richard Brooks disowned the film over the shift from a homophobic murder to an anti-Semitic one, but it's interesting to note that while the victim is killed primarily because he is Jewish, there's little doubt in Sam Levene's performance that the character is in fact also gay  not a mincing caricature, but there's definitely a two lost souls aspect to his scenes with George Cooper's confused soldier. There's not much of a mystery to who the murderer is: even though the killing is carried out in classic noir shadows, the body language of the killer is instantly recognisable, but then the film has its characters drift to the same conclusion before the halfway point: the tension comes from proving it and saving the fall guy.<br /><br />There's an element of Ealing Films to the gang of soldiers teaming together to get their buddy out of a fix (you could almost see that aspect as a blueprint for Hue and Cry), but the atmosphere is p",-0.3031921982765198,0,0
11,"[CLS] This movie basically is a very well made production and gives a good impression of a war situation and its effects on those involved. It's always interesting to see the story from the 'other' side for a change. This movie concentrates on a group of German soldiers who after fighting in the North Africa campaign are send to Stalingrad, Russia, where one of the most notorious and bloodiest battles of WW II is being fought.<br /><br />It's interesting to see the other side of this battle, since we mainly just always see the Germans simply as the 'villains'. In this movie those 'villains' are given an humane face and voice and it sort of makes you realize that the only true enemy in war is war itself and not necessarily those who you're fighting against. At first it's kind of hard to concentrate on the movie because you always just have in the back of your mind that the German's are the evil villains. But of course you get accustomed to it quickly and you soon adapt the Germans as the main characters of the movie and you even start to care -and be interested in them.<br /><br />The way this story is told isn't however the best. It's hard to keep track of the story at times, as it jumps from the one sequence and location to the other. The movie isn't always logic in its storytelling and features a bit too many sequences that remain too vague. It also is most of the time pretty hard to keep the characters apart and see who is who. It doesn't always makes this movie an easy on",-0.4555134177207947,0,0
12,"[CLS] I remember watching this series avidly, every Saturday evening. It was the highlight of the week. I loved everything about it, the location, the costumes, the actors and the wonderful music by Clannad (I still have their Legend album). I loved the way they solved the problem of Michael Praed leaving by creating another Robin, this time the Earl of Huntingdon. I believe there were legends of several Robins in medieval times. Another thing I loved was the fact that it was filled with young actors, I'm sure Robin and his men would have young, after all people didn't live that long in those days. Other Robins always look too old (Kevin Costner with his ridiculous accent looked like Robin's granddad). The only sad thing was the ending, it's a shame they couldn't at least have done a one off special to tie up all the loose ends and give it a happier ending.",-0.04899178445339203,0,0
13,"[CLS] Few would argue that master animation director Hayao Miyazaki is one of the few to hold this ability.<br /><br />(No. Too many are focused on John Lassiter's ""amazing"" ability to steal other movies plots, turn them into pretty puppet shows and then be lauded as a genius . . . but i digress.)<br /><br />Miyazaki has given us film after film that deals with important mature issues (usually ecologically themed), and has an intelligent script that even the most jaded viewer who would normally despise any film that was animated could thoroughly enjoy if given the chance. Still, Miyazaki (almost) never forgets who will undoubtedly be in the audience of these movies- children.<br /><br />That said, I am at a loss to think of another filmmaker with this ability. Where else are you going to have a film where a three year old (my nephew Link) will sit still throughout the move, enthralled, a 7 year old (my niece Amber) loving it all her own (and able to appreciate the ""star power"" of Frankie Jonas and Noah Cyrus, a 12 year old (my nephew Aaron) who's review was ""of course it was good! Everything Miyazaki-san does is good!,"" a 32 year old animation fan brought to tears by the powerful directing and gorgeous animation (er, that would be me), and a 58 year old woman (my mother) able to connect with the mother characters (and I'm betting the older charas too) and loving the ""cuteness"" of the child characters.<br /><br />And that is what I respect most about Miyazaki-san. He seems to ",-0.4877481162548065,0,0
14,"[CLS] Attractive Marjorie(Farrah Fawcett)lives in fear after being accosted by a lone biker. She is mortally shaken with the fact her attacker knows her address. As expected, Joe(James Russo), the attacker forces his way into Marjorie's home and subjects her to humiliating terror. Bruised and bloody, Marjorie manages to get an upper hand on her attacker, knocking the living daylights out of the jerk and renders him helpless thanks to wasp spray in his eyes and throat. Hog tied and battered himself, Joe tries to explain himself to Marjorie's roommates(Diana Scarwid and Alfrie Woodard) when they get home. There is almost a hint of mercy, but it is not coming from Marjorie. Should she continue to render her own punishment? Violence, sexual abuse and rough language makes for an R rating. Fawcett really gets away from the ditsy roles that would forever stain her career. Kudos to director Robert M. Young.",-0.32324957847595215,0,0
15,"[CLS] I find it sad that just because Edward Norton did not want to be in the film or have anything to do with it, people automatically think the movie sucks without even watching it or giving it a chance. I really hope Norton did not do this. He is a fine actor and all but he scared people away from a decent movie.<br /><br />I found it entertaining. It wasn't mind blowing or anything with crazy special effects, but it was not a bad. It was fun to watch. But yea, definitely not a bad/horrible movie.<br /><br />7/10",-0.5757722854614258,0,0
16,"[CLS] For those out there that like to think of themselves as reasonably intelligent human beings, who love film, have good attention to detail and enjoy indie movies with funny, smartly written dialogue then this is a film for you.<br /><br />For those with a poor attention span, high expectations and no brains.. well.. um.. you may get bored and find things dragging at times.<br /><br />This is a charming, modest and well paced movie with the actors bestowing a real sense of depth and warmth to their roles. I chuckled to myself pretty much the whole way through..<br /><br />This film is a little gem.",-0.5572524070739746,0,0
17,"[CLS] THE GREAT CARUSO was the biggest hit in the world in 1951 and broke all box office records at Radio City Music Hall in a year when most ""movergoers"" were stay-at-homes watching their new 7"" Motorola televisions. Almost all recent box office figures are false --- because they fail to adjust inflation. Obviously today's $10 movies will dominate. In 1951 it cost 90c to $1.60 at Radio City; 44c to 75c first run at Loew's Palace in Washington DC, or 35c to 50c in neighborhood runs. What counts is the number of people responding to the picture, not unadjusted box office ""media spin."" The genius of THE GREAT CARUSO was that the filmmakers took most of the actual life of Enrico Caruso (really not a great story anyway) and threw it in the trash. Instead, 90% of the movie's focus was on the music. Thus MGM gave us the best living opera singer MARIO LANZA doing the music of the best-ever historic opera singer ENRICO CARUSO. The result was a wonderful movie. Too bad LANZA would throw his life and career away on overeating. Too fat to play THE STUDENT PRINCE, Edmund Purdom took his place --- with Lanza's voice dubbed in, and with the formerly handsome and not-fat Lanza pictured in the advertising. If you want to see THE GREAT CARUSO, it's almost always on eBay for $2.00 or less. Don't be put off by the low price, as it reflects only the easy availability of copies, not the quality of the movie.",-0.1845751404762268,0,0
18,"[CLS] I attended an advance screening of this film not sure of what to expect from Kevin Costner and Ashton Kutcher; both have delivered less than memorable performances & films. While the underlying ""general"" storyline is somewhat familiar, this film was excellent. Both Costner and Kutcher delivered powerful performances playing extremely well off each other. The human frailties and strengths of their respective characters were incredibly played by both; the scene when Costner confronts Kutcher with the personal reasons why Kutcher joined the Coast Guard rescue elite was the film's most unforgettable emotional moment. The ""specific"" storyline was an education in itself depicting the personal sacrifice and demanding physical training the elite Coast Guard rescuers must go through in preparation of their only job & responsibility...to save lives at sea. The special effects of the rescue scenes were extremely realistic and ""wowing""...I haven't seen such angry seas since ""The Perfect Storm"". Co-star Clancy Brown (HBO's ""Carnivale"" - great to see him again) played the captain of the Coast Guard's Kodiak, Alaska base in a strong, convincing role as a leader with the prerequisite and necessary ice water in his veins. The film wonderfully, and finally, gives long overdue exposure and respect to the Coast Guard; it had the audience applauding at the end.",-0.6932790279388428,0,0
19,"[CLS] The symbolic use of objects, form editing, the position of characters in the scene... these were all used with such joyous abandon by Hitchcock that you can really see what a fertile genius he had. The way the wife moves from one corner of the ring to the other as the fight progresses, the editing when the wedding ring is placed on her finger... while these may seem a bit obvious by todays standards, in the silent era they spoke volumes about the story without a word being spoken. Even the title has a least four meanings that I can see; the boxing ring, the wedding ring, the bracelet the lover buys, and the love triangle at the heart of the story.",-0.1975841075181961,0,0
20,"[CLS] I found this movie to be very good in all areas. The acting was brilliant from all characters, especially Ms.Stone and Morissey. Tramell's Character just gets smarter and more psychologically twisted by the minute. The plot is interesting even though, this movie is more for the mind playing between the main characters and how Catherine continues her writing with new ways and twists for her novels. The setting was also fabulous and the whole atmosphere of the movie was that mysterious,thriller like masterpiece. Go see this film now , it deserves better than what it got from the audience ,which was misled by some faulty terrible reviews about the movie(Before it even started).....You won't regret it,if you go see it...",-0.5212958455085754,0,0
21,"[CLS] I would recommend this film to anyone who is searching for a relaxing, fun-filled, thought-provoking movie. The absence of sex, vulgarities and violence made for a most pleasant evening. I especially enjoyed the Buffalo scene, but that's probably because I live a short distance from there. Even so, this film could have been produced in any city; it's the theme that's so important here. I'm just grateful that Manna From Heaven dropped down on us. Try it...you'll like it!",-0.6647480726242065,0,0
22,"[CLS] I read the book and saw the movie. Both excellent. The movie is diamond among coals during this era. Liebman and Selby dominate the screen and communicate the intensity of their characters without flaw. This film should have made them stars. Shame on the studio for not putting everything they had behind this film. It could have easily been a franchise. Release on DVD is a must and a worthy remake would revive this film. Look for it in your TV guide and if you see it listed, no matter how late, watch it. You won't be disappointed. Do yourself another favor - read the book (same title). It'll blow you away. Times have changed dramatically since those days, or at least we like to think they have.",-0.32537493109703064,0,0
23,"[CLS] A drifter looking for a job is mistaken for a hit man in a small Wyoming town, leading to all kinds of complications. Cage is perfectly cast as the unlucky schmuck hoping to make a quick buck and get out of town but finding he can't escape the title town. Hopper does what he does best, playing a psycho known as ""Lyle from Dallas,"" the real hit man. Walsh as a crooked sheriff and Boyle as a femme fatale round out the fine cast. The script by brothers John and Rick Dahl contains delicious twists and turns, and John's direction creates a terrific ""neo noir"" atmosphere. Witty and very entertaining, it sucks the viewer in from the start and never lets up.",-0.4895411431789398,0,0
24,"[CLS] I really liked this movie. I have seen several Gene Kelly flicks and this is one of his best. I would actually put it above his more famous American in Paris. Sometimes it seems the story gets lost in Gene Kelly movies to the wonderful dance and song numbers, but not in this movie. It is definitely worth renting.",-0.3361048400402069,0,0
25,"[CLS] I was -Unlike most of the reviewers- not born in the 80's. I was born on may 14th 1994. Despite this, my life was very much in the style of the 80's. When other kids had playstations, I was playing Zelda on my NES etc. Now, this movie holds a special place in my heart already despite me being only 15 years old at the time of writing this review. I, because of my 80's style early Childhood, watched many TV shows and saw Many movies that other kids didn't see, and this movie was one of those, and one of the greatest too.<br /><br />It starts off in the Los Angeles home of Alvin Seville, Simon Seville, Theodore Seville and David Seville. David, the Chipmunk's adoptive father, is in a rush to get to the airport as he is going on a business trip around Europe. His taxi is almost there and The Chipmunks help him pack. While they are talking, Alvin expresses his will to come with Dave and to see the world (Even though, technically Dave is only going to Europe, so to Alvin, apparently only America and Europe qualify as ''The World''). David is leaving the Chipmunks in the care of Miss Miller, much to the displeasure of the boys. Soon Dave is off to the airport and the Chipmunks are left at home with Miss Miller. Later, at a local Café the Chipmunks are playing a game of ''Around the World in 30 days'' against the Chipettes(Brittany, Jeanette and Eleanore). After losing the game to Brittany after having his Hot air Balloon eaten out of the sky by a crocodile, Alvin get's in an a",-0.20639042556285858,0,0
26,"[CLS] As is often the case when you attempt to take a 400 plus page book and cram it into a two hour film, a lot is lost. Here director John Madden (Shakespeare in Love) takes on an extremely ambitious project and almost pulls it off. What we get is a charming and emotionally compelling film that seems somehow incomplete.<br /><br />There is much about this film that is wonderful and fantastic. The cinematography by John Toll (Cinematographer for Braveheart and Legends of the Fall, winning Oscars for both) is splendid. Working with Madden, the choices for locations on the Greek island of Kefallonia are superb and the visual images that come from photographing these majestic locations in varying light are lush and beautiful. Madden also uses numerous Greek actors as the townspeople, giving the town an authentic feel. The soundtrack is also terrific and the mandolin passages and vocals by the Italian soldiers are marvelous.<br /><br />Madden does an excellent job of bringing us the Italian occupation and the romance, which take up the greater part of the film. There are numerous sweet and funny moments throughout this segment. However, by the time the serious battle drama is ready to unfold, there isn't much film left in the reel and this component is extremely rushed and abbreviated. While the battle scenes are well done, subsequent to the battle it is obvious that increasingly greater compromises are being made to keep the film from running too long. By the time we reach the ",-0.5179232954978943,0,0
27,"[CLS] My father grew grew up watching George Reeves as Superman and when I was a little kid he had episodes on VHS and let me view them including this movie (passing them down in the family if you will), and I loved it.<br /><br />Clark Kent and Lois Lane get sent to a small town with and oil mine and from the mine emerge mole men radioactive and targeted by the town assumed to be deadly and it's up to Superman to stop this mayhem.<br /><br />It's just so wonderful and fun to view. The old style special effects and sound - the crew pulled off such a beauty with such little technology. George Reeves was my hero when I was a little kid, and I'm 16 now, it just goes to show how timeless and classic these adventures are.",-0.7685898542404175,0,0
28,[CLS] This unpretentious Horror film is probably destined to become a cult classic. Much much better than 90% of the Scream rip-offs out there! I even hope they come up with a sequel!,-0.692104697227478,0,0
29,"[CLS] I read the book before watching the movie and it left me emotionally drained but I felt that it truly transported me to Afghanistan, a culture I know very little about. I had great hopes for this movie and it did not disappoint. I watched this with someone who didn't read the book and he also enjoyed it. They had to shorten some things in the movie but it was a well acted and well shot film. It leaves you thinking about the movie long after it is over. You feel for the characters and their plights. I highly recommend this movie to those who like emotionally draining drama and want to experience Afghani culture. There are some disturbing scenes not suitable for children to watch. It is a heavy drama depicting the horrors of life under a restrictive regime.",-0.30945712327957153,0,0
30,"[CLS] In short if you want to watch Burt Reynolds best films than this one must be included. If you don't like Burt you may still like this. If you love Burt this may become one of your favorite movies of all time! Being from Atlanta it does hit home but it's also nice to see a cop/action/drama that takes place somewhere other than NY City, Chicago, Miami, or LA. The film is funny at points with & good plot & good performances from a great supporting cast (every character is real & the bad guys are not so one sided they are really well thought out)A nice offbeat romance in the 2nd half & it has some good old fashion shootouts & fistfights (no CGI thank God REAL ACTION!)<br /><br />If Clint Eastwood did his best impression of a Burt Reynolds movie with ""Every Which Way But Loose"" & ""Any Which Way You Can"" then Burt responded with his best Clint type flick with this, & it comes off great!",-0.6652807593345642,0,0
31,"[CLS] I have watched Love Jones over thirty times. It is one of the rare films that depict a love story about people who happen to be African-Americans. The dialogue was realistically written, and delivered with honesty. It was so nice to see a film where the story line centered on young professional African-Americans. This is virtually an untapped market. Love Jones was visually captivating as well. The chemistry between Lorenz Tate and Nia Long will bring memories of past and present love. The feeling of the film is jazz and blues, and brings to mine the sensuality of a warm creamy hot chocolate with a splash of Kahlua and Butterscotch. If you hadn't guessed, I loved it!",-0.5621832609176636,0,0
32,"[CLS] This is absolutely the best movie I have ever watched. At the age of 12 I was up late and ran across the movie. It was on the USA channel, Gilbert Godfrey's Up All Night. I will never forget. At the time my friends and I were really struggling with different issues, some sexual. You know 12 is a very rough and weird age. It seems you are stuck in between being a little girl, and being a young lady. This movie really helped to answer a lot of questions for me. I now have a daughter that is 12. Have been searching for a couple years for this movie. If it ever does come out on DVD I would be the first to buy. Would recommend for any parent to watch this with their child when they reach that very rough and difficult age.",-0.4328405261039734,0,0
33,"[CLS] Holes is an awesome movie. I love it a lot and it's one of my favorite films. It's one of the few flicks produced by Disney that isn't cheesy. Holes is generally a very cool motion picture. I wish Disney would make more pictures like it. Holes is indeed a rare breed of Disney flicker shows that is cool. Don't get the wrong idea, I don't mean to bad mouth Disney but most of it's stuff is aimed towards kids and THAT'S OKAY. Children deserve to have their entertainment too. But Disney has been guilty of trying to appeal to the teen audience and they usually fail. But not with Holes. It's the type of movie anyone of any age can watch and enjoy and not once think it's corny. Really, it's the kind of movie that even a lot of young hoods might enjoy since there are characters in it that they can relate to.<br /><br />Holes does a good job of being a mix of good family entertainment but not being too cheesy and living a little on the edge. I hope Disney takes more risks and makes more edgy flicks like this.",-0.7731470465660095,0,0
34,"[CLS] I cannot hate on the show. When the old (and better) tech TV had to hit the bricks, the channel was reformatted and new shows stepped in. ""Attack of the Show"" is the replacement for the Screen Savers, with 3 co-hosts in the beginning. They were Kevin Rose, Kevin Pereira and Sarah Lane. Brendan Moran came to be something of a co-host as well, but he mostly did prerecorded pieces for the show. Kevin Rose decided to leave the show, and eventually there was a contest to see who would be the third host, but that didn't pan out for some reason.<br /><br />Eventually (I just learned this from this very IMDb messageboard) Sarah Lane and Brendan Moran moved on because (hey, this is what I read) the two got married. That was a big secret to me! Now there is a new female co-host, the not-as-hot (my opinion) Olivia Munn. She's hiding something in those tops she wears, while Sarah Lane had a perfect body and she wasn't afraid to show it.<br /><br />AHEM! Sorry.<br /><br />""Attack of the Show"" deals with everything young people want to know about. It's music, movies, comic books, the internet and television. This is what's great about the show. If you don't want to bother with scouring the net or waste time watching MTV, you can get all you want on AOTS. Some segments and bits they do are funny. They have regular guests and contributors who are in the industry, as well as guests who range from insignificant internet stars to actual big names.<br /><br />Even though the hosts aren't a",-0.2453828603029251,0,0
35,"[CLS] Some people may call ""Cooley High"" the same sort of thing as ""American Graffiti"", but I wouldn't. For starters, in ""AG"", everyone was white, whereas in ""CH"" they're all black. Moreover, this one has a Motown soundtrack. Specifically, the movie focuses on several working-class African-American students in 1964 Chicago and their antics. The movie deals mainly with home life and relationships. In their apartments, we see that there's never any dad around. But these young men always know how to live life to the fullest.<br /><br />One thing that really distinguishes this movie from most other portrayals of black people is that the teenagers in this movie are portrayed as very responsible, worrying about missing school. Two really funny scenes are the gorilla scene, and the one white guy in the movie. But overall, the main star is the soundtrack. It is truly one of the best soundtracks in movie history (we even have it on vinyl here at home). A classic in the real sense of the word.",-0.5986577868461609,0,0
36,"[CLS] So wonderful, so quirky, so romantic, so Italian. The film is so feather -light you float off into its refracted reality and you never want to return to the humdrum again. A kitchen sink world of bakeries, and hairdressers, and plumbing, but one that shimmers with a soft luminescence. Should the credit go to the screenplay or the direction? Take your pick -- they're both faultless. Let me get back to that New York City that lies just beyond the looking glass.",-0.07268084585666656,0,0
37,"[CLS] This film is, quite simply, brilliant. The cinematography is good, the acting superb and the story absolutely breathtaking. This is the story of Donald Woods, a white South African who thought himself a liberal until he found out the reality of apartheid. Kevin Kline is completely convincing - so much so that when Donald Woods himself appeared on TV some years later, I recognised him from Kline's portrayal. Denzel Washington also turns in a masterful performance, as ever.<br /><br />I urge you to watch this. It is long, but it is worth your patience because it tells such an incredible story. Remember, folks, this really happened.",-1.0785940885543823,0,0
38,"[CLS] I have recently seen this production on DVD. It is the first time I have seen it since it was originally broadcast in 1983 and it was just as good as I remembered. At first as was worried it would seem old fashioned and I suppose it is a little dated and very wordy as the BBC serials were back then. (I miss those wonderful costume dramas that seemed to be always on Sunday afternoons back then) But that aside it is as near perfect as it could have been. I am a bit of a ""Jane Eyre"" purist as it is my favourite book and have never seen another production that is a faithful to the book as this one. I have recently re-read the book as well and some of the dialogue is just spot on. Reading the scene near the end where Rochester questions Jane about what St John was like I noticed their words were exactly reproduced on screen by Dalton and Clarke and done perfectly. <br /><br />All the other productions that have been done all seem lacking in some way, some even leave out the ""Rivers"" family and their connection to Jane altogether. I also think this is the only production to include the ""Gypsy"" scene done correctly.<br /><br />The casting is perfect, Zelah Clarke is like Jane is described in the book ""small plain and dark"" and I disagree that she looked too old. Timothy Dalton may be a little too handsome but he is absolutely perfect as Rochester, portraying every aspect of his character just right and acting his socks off! I agree with other comment that he even appears quite",-0.30000701546669006,0,0
39,"[CLS] In a time of bad, if not plain awful, comedies, King of Queens is more than just a breath of fresh air, it's a complete oxygen tank! It is in my opinion one of the 5 best comedy shows of all times. Nothing has been this good since Married with Children. Kevin James and Jerry Stiller are comic geniuses! And believe me, it takes a lot to make me label someone as comic genius. These guys truly understand what is funny. I could watch ten episodes of Seinfeld and wouldn't get half the laughs from seeing KOQ just once. Other funny people in this show are Carrie, Janet Heffernan, Spence and Doug Pruzan (Carrie's boss). I'm so happy they managed to get so many seasons from this gem. The show has been a hilarious winner in a time of mostly comic losers. Check it out if you haven't!!",-0.7774139642715454,0,0
40,"[CLS] The tourist season has just ended on a remote island off the coast of Scotland, winter is beginning to set in and the inhabitants, both humans and sheep alike are settling down to much quieter times ahead. Michael Gaffikin (James Warwick) a former paratrooper in the British Army, is the local dentist, he's not an islander by birth and as such his relationship with local artist and cartographer Fiona Patterson (Celia Imrie) is always being viewed with a little suspicion, not maliciously, but just out of the protective instincts the tight knit community have for their kin. The islands serenity is broken when Gaffikin out for a solitary round of golf finds the headless remains of a brutally slain woman. He immediately reports his gruesome find to Insp Inskip(Maurice Roëves) at the islands police station, Inskip arranges for delivery of the remains to local GP, Dr Goudry, for closer inspection. A quick search for the killer proves fruitless, as does a search for a missing local woman. Over dinner that night with Michael Gaffikin, Fiona realises that the dead woman might be Sheila Anderson, a woman from the mainland, who lives on the island through the winter months. A quick search at her home Dove Cottage reveals the missing remains of her body, her home proving to be the murder scene, but why did the killer drag her torso over a mile into the woods? Suspicion immediately falls on the one stranger left on the island, one Colonel Howard (Jonathan Newth)who also happened be t",-0.20520329475402832,0,0
41,"[CLS] In dramatising Wilde's novel, John Osborne has condensed events, eliminated a number of characters, and generally implied rather than shown Dorian's essential wickedness. If you want a more explicit rendering, see the 1945 film. Wilde and Robert Louis Stevenson lived in about the same time frame, but were certainly vastly different men and writers. This story really treats of a theme similar to Stevenson's ""Dr. Jekyll and Mr. Hyde"", but note that Wilde chose to treat his story as fantasy, whereas RLS took the scientific route. Both the protagonists are men in whom good wars with evil, with evil winning in the end.<br /><br />The actors in this BBC movie, take a different route, too, from those in the 1945 film. John Gielgud says all the same caustic and cynical quips as George Sanders, in his role really projecting Wilde himself, but with a subtle difference. You'll suspect that Sanders really believed what he was saying, but Gielgud may be saying what is expected of him rather than what he sincerely believes. Peter Firth, too, shows the two sides of his character in restrained fashion, but then we don't get to see as many of his escapades as Hurd Hatfield had a chance to display.<br /><br />It's a very good production, with the dramatisation reflecting the essentials of the novel, if not all of its ramifications.",-0.8388716578483582,0,0
